check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	79	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 markdown/list behavior owner	focused browser list continuation proof	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:256 keeps native desktop list continuation text in each list item	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/markdown-shortcuts.test.ts --project=chromium --grep "keeps native desktop list continuation text in each list item"	Behaviour of return in list is counterintuitive	https://github.com/ProseMirror/prosemirror/issues/79	Default list continuation on Enter is covered by the markdown-shortcuts browser proof.
[x]	80	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw mobile/browser proof owner	raw Android Chrome Enter/list proof required		bun test:mobile-device-proof:raw or add a focused raw Android browser target on a device lane	Enter sometimes doesn't run proper command on Android	https://github.com/ProseMirror/prosemirror/issues/80	The reported failure is Android Chrome native Enter/list behavior. The current machine has no raw Appium Android/iOS proof lane, and AGENTS forbids claiming raw-device proof from semantic mobile Playwright rows.
[x]	81	CLOSED	yes	test-written	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 clipboard/serialization API owner	focused rich HTML paste whitespace browser proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1219 imports trailing spaces around inline mark elements from rich HTML paste	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "preserves spaces between adjacent inline mark elements from rich HTML paste|imports trailing spaces around inline mark elements from rich HTML paste"	spaces and dom importer	https://github.com/ProseMirror/prosemirror/issues/81	Added a rich HTML paste regression for <strong>1 </strong> plus surrounding whitespace, matching the ProseMirror DOM importer failure shape.
[x]	83	CLOSED	yes	test-written	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 inlines example/API owner	focused browser toolbar link insertion proof	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:35 inserts a toolbar link at a collapsed selection	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "inserts a toolbar link at a collapsed selection"	Link insertion not working?	https://github.com/ProseMirror/prosemirror/issues/83	Added a user-path proof that the inlines toolbar inserts a full link at a collapsed selection and leaves subsequent typing outside the link. Rich link text-edit dialog UX remains Plate/product-owned, not raw Slate-v2.
[x]	85	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 clipboard/serialization API owner	focused clipboard fragment package proof	.tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts:390 round-trips a selected fragment through clipboard payloads and replaces the target selection; :907 falls back to the HTML embedded fragment when the custom MIME payload is absent; :1230 falls back to plain text when the custom MIME fragment is malformed	bun test ./packages/slate-dom/test/clipboard-boundary.ts -t "round-trips a selected fragment through clipboard payloads and replaces the target selection|falls back to the HTML embedded fragment when the custom MIME payload is absent|falls back to plain text when the custom MIME fragment is malformed"	html paste throws error when not equal to lastCopied	https://github.com/ProseMirror/prosemirror/issues/85	Slate-v2 clipboard fragments are encoded payloads that round-trip into an independent target editor, fall back from HTML-embedded fragments, and do not throw on malformed fragments.
[x]	86	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Product/plugin policy above Slate core	Plate toolbar/menu UI owner	Plate-owned menu tooltip/hover proof required outside Slate-v2-only patch scope		deferred outside Slate-v2-only run; do not patch Plate	style menu "tooltips"	https://github.com/ProseMirror/prosemirror/issues/86	Menu overlap/tooltip open behavior is product toolbar UI, not a raw Slate-v2 editor invariant.
[x]	87	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 package API/DX owner	public serializer helper API decision required before adding exports		route to slate-plan/package-api before adding a public serializer helper	export wrap function of serializer	https://github.com/ProseMirror/prosemirror/issues/87	Exporting a ProseMirror serializer wrap helper maps to a public API/DX decision. No exact Slate-v2 public helper is currently proven, and adding one needs API ownership rather than opportunistic test patching.
[x]	88	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 markdown/list behavior owner	focused browser list-start Enter proof	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:285 creates a blank bullet before the first item when Enter starts a list item	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/markdown-shortcuts.test.ts --project=chromium --grep "creates a blank bullet before the first item when Enter starts a list item"	Pressing ENTER with the cursor at the beginning of a bullet item removes bullet	https://github.com/ProseMirror/prosemirror/issues/88	Added a regression proving Enter at offset 0 of the first bullet creates an empty bullet before it instead of converting the item to a paragraph.
[x]	89	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	ESC on Safari deletes selected block	https://github.com/ProseMirror/prosemirror/issues/89	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	90	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 inlines example/API owner	focused browser plain URL paste linkification proof	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:244 wraps pasted URL text as a link command	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "wraps pasted URL text as a link command"	Pasting plain text containing links should create clickable links	https://github.com/ProseMirror/prosemirror/issues/90	Plain text URL paste is covered by the inlines browser proof that creates a clickable link and keeps follow-up typing outside it.
[x]	91	CLOSED	no	invalid-skip	skip	product-integration	Skip: product-integration	N/A	N/A		N/A	Lifting an indented bullet item out of enclosing block creates duplicated bullet points on next bullet item	https://github.com/ProseMirror/prosemirror/issues/91	Skipped as product-integration; no title-level portable Slate-v2 editor invariant.
[x]	92	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Product/plugin policy above Slate core	Plate list plugin/API owner	Plate list indentation/outdent command proof required outside Slate-v2-only patch scope		deferred outside Slate-v2-only run; do not patch Plate	Ability to decrease indentation of an item in a bullet list	https://github.com/ProseMirror/prosemirror/issues/92	Dedicated list outdent/decrease-indent command UX is Plate list plugin/product behavior, not raw Slate-v2 core behavior.
[x]	94	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	emptyBlockMenu code option doesn't seem to work	https://github.com/ProseMirror/prosemirror/issues/94	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	95	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	With whole block selected, block type tooltipMenu	https://github.com/ProseMirror/prosemirror/issues/95	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	96	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	[OS X] Broken when inserting via special characters pane	https://github.com/ProseMirror/prosemirror/issues/96	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	98	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 browser selection/caret owner	focused mouse click selection-collapse browser proof	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:53 clicking inside selected text collapses the selection	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "clicking inside selected text collapses the selection"	can't click in selection to unselect	https://github.com/ProseMirror/prosemirror/issues/98	Added a real mouse-click regression proving clicking inside selected text collapses the model selection instead of restoring the old range.
[x]	99	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Does it support offline use case?	https://github.com/ProseMirror/prosemirror/issues/99	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	100	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Plate markdown serialization/docFormat owner	markdown import/export roundtrip proof required outside Slate-v2 raw editor scope		deferred outside Slate-v2-only run; do not patch Plate	Editor does not preserve line breaks with `docFormat` of "markdown"	https://github.com/ProseMirror/prosemirror/issues/100	ProseMirror docFormat markdown line-break preservation maps to markdown serialization/import-export. Raw Slate-v2 has markdown examples, but no docFormat markdown roundtrip owner in this run.
[x]	101	CLOSED	no	invalid-skip	skip	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	N/A	support/migration question		invalid-skip	Is it possible to migrate a project currently using Codemirror?	https://github.com/ProseMirror/prosemirror/issues/101	The issue asks whether a CodeMirror project can migrate to ProseMirror for collaboration. It is a support/product migration question, not a portable Slate-v2 behavior invariant.
[x]	104	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 inlines/browser selection owner	focused triple-click browser proof over read-only inline content	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:843 triple-clicking through a read-only inline selects the whole paragraph	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "triple-clicking through a read-only inline selects the whole paragraph"	Triple-click doesn't go through non-editable elements on Chrome	https://github.com/ProseMirror/prosemirror/issues/104	Added a regression proving Chromium triple-click through a read-only inline badge selects the whole paragraph.
