check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	171	CLOSED	yes	test-written	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/integration/examples/placeholder.test.ts	browser placeholder beforeinput dictation proxy proof	.tmp/slate-v2/playwright/integration/examples/placeholder.test.ts:100 commits dictation-style insertText beforeinput from the custom placeholder empty state	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/placeholder.test.ts --project=chromium --grep "commits dictation-style insertText beforeinput from the custom placeholder empty state"	Bug: Outline doesn't work with Dragon Naturally Speaking	https://github.com/facebook/lexical/issues/171	Lexical #171 reports Dragon dictation appending dictated text to placeholder text. Dragon itself is not automatable here, so Slate v2 closes the portable transport invariant with a browser beforeinput proxy: an empty custom-placeholder editor receives dictation-style `insertText`, commits only `dictated text`, hides the placeholder, and moves selection after inserted text. Verified focused Chromium command.
[x]	172	CLOSED	no	invalid-skip	skip	selection-dom-caret	DOM selection, caret, range, focus, and native movement	product emoji/autocorrect plugin owner	false-positive classification audit		N/A: product/plugin emoji dictation shortcut behavior, not raw Slate-v2 editor behavior	Bug: Emotes do not change to emojii when dictated	https://github.com/facebook/lexical/issues/172	Lexical #172 asks Dragon-dictated emote words to convert to emoji. That is a product emoji/autocorrect command, not a raw Slate-v2 editor invariant. The portable dictation transport concern is covered by #171's placeholder beforeinput proof, so this row is an invalid skip for the Slate-v2-only ledger.
[x]	173	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Request: setup Playwright for e2e testing	https://github.com/facebook/lexical/issues/173	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	175	CLOSED	yes	test-written	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts	browser native cross-block selection proof	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:412 keeps Shift+ArrowRight cross-block selection on real text	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "keeps Shift\+ArrowRight cross-block selection on real text"	Bug: Selection across paragraphs selects a ghost character 	https://github.com/facebook/lexical/issues/175	Lexical #175 ghost-character selection across paragraphs is covered by a dedicated Slate v2 browser proof. From a two-block `B`/`A` document, native Shift+ArrowRight expansion across the block boundary selects real text from both blocks and does not include the zero-width `\uFEFF` placeholder character. Verified focused Chromium command.
[x]	185	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Doing a test	https://github.com/facebook/lexical/issues/185	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	186	CLOSED	yes	deferred-with-owner	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	Slate v2 native input/spellcheck architecture owner	deferred Slate-v2 native-input architecture gap		Deferred after focused Chromium probe showed richtext ordinary typing still records beforeinput without a native input event; broad native-input-vs-transform architecture needed before claiming spellcheck preservation.	Bug: Spellcheck triggers early because of custom insertText logic	https://github.com/facebook/lexical/issues/186	Lexical #186 is a real portable risk: custom/model-owned insertText can make browser spellcheck behave differently from native contenteditable. A focused richtext browser canary was attempted and failed because normal typing produced beforeinput but no native input event in this route. Closing this correctly requires the planned architecture decision to allow native insertText when the computed Slate transform is equivalent, without breaking markdown/mark/input rules. Deferred with owner instead of a fake coverage claim.
[x]	187	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Request: Check for queueMicroTask	https://github.com/facebook/lexical/issues/187	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	198	CLOSED	yes	test-written	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/packages/slate-dom/src/utils/hotkeys.ts; .tmp/slate-v2/packages/slate-react/src/dom-strategy/dom-strategy-commands.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	Slate v2 hotkey contract plus browser inline-void line-boundary proof	.tmp/slate-v2/packages/slate-dom/test/hotkeys.ts:110 matches Slate-owned line boundary movement hotkeys; .tmp/slate-v2/packages/slate-react/test/keyboard-input-strategy-contract.test.ts:56 keeps macOS Control+A available for line-start movement; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts:825 moves to line boundaries across mentions with Slate-owned hotkeys	cd .tmp/slate-v2/packages/slate-dom && bun test ./test/hotkeys.test.ts --test-name-pattern "matches Slate-owned line boundary movement hotkeys"; cd .tmp/slate-v2/packages/slate-react && bun test:vitest test/keyboard-input-strategy-contract.test.ts -t "macOS Control"; PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/mentions.test.ts --project=chromium --grep "moves to line boundaries across mentions"	Bug: Ctrl+A/E unable to skip over mentions	https://github.com/facebook/lexical/issues/198	Lexical #198 exposes a portable Slate-v2 editor invariant: line-boundary movement must cross inline void/mention atoms, and macOS Control+A/E must not be mistaken for select-all. Slate DOM now maps Home/End plus macOS Control+A/E to Slate-owned line movement, Slate React keeps macOS Control+A out of select-all, and the mentions browser proof moves from between two inline void mentions to block start/end. Verified focused hotkey, select-all, and Chromium browser commands.
[x]	219	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Multiple classes applied when multiple flags are set on Text Node 	https://github.com/facebook/lexical/issues/219	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	221	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: entering space in a hashtag is broken	https://github.com/facebook/lexical/issues/221	Lexical #221 is about hashtag token editing when spaces/text are inserted at token boundaries. That is a product/plugin policy for hashtag entities, not a raw Slate v2 editor invariant. Slate v2 should still own generic inline/void text navigation and editing, but hashtag parsing, token split/unwrap behavior, and plugin UX must be handled by the Plate hashtag/token owner. Original non-Slate owner: Plate hashtag/token plugin owner. Title: Bug: entering space in a hashtag is broken.
[x]	230	CLOSED	yes	test-written	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts	browser inline-boundary navigation lifecycle proof	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:756 arrow keys still skip a read-only inline after insert-delete before it	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "arrow keys still skip a read-only inline after insert-delete before it"	Bug: Unable to left arrow before hashtag after inserting text node	https://github.com/facebook/lexical/issues/230	Lexical #230 names hashtags, but the portable Slate-v2 invariant is caret navigation at an inline atom boundary after a nearby insert/delete lifecycle. A dedicated inlines browser proof collapses before a read-only inline, types and deletes text before it, then ArrowRight still skips the inline boundary to the following text. Hashtag parsing remains Plate/plugin-owned; the raw inline-boundary behavior is covered here.
[x]	231	CLOSED	yes	test-written	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts	browser inline-boundary repeated-delete runtime-error proof	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:787 backspaces through a read-only inline after insert-delete before it without segment errors	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "backspaces through a read-only inline after insert-delete before it"	Bug: segment error with empty text nodes	https://github.com/facebook/lexical/issues/231	Lexical #231 reports a segment error after creating an empty-text boundary near a hashtag and holding Backspace. The portable Slate-v2 invariant is repeated delete through an inline atom boundary after an insert/delete lifecycle must not crash. A dedicated inlines browser proof records runtime errors, creates and removes text before a read-only inline, collapses after the inline, backspaces repeatedly, asserts no runtime errors, and keeps a non-null selection. Hashtag token policy remains Plate-owned.
[x]	237	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Selecting a sticker in comment editor causes an automatic post	https://github.com/facebook/lexical/issues/237	Lexical #237 is about selecting a sticker in a comment UI causing an automatic post. That is product/plugin orchestration around composer submit behavior, sticker attachment, and assistive tech focus, not a raw Slate v2 editor invariant. If a separate Slate substrate issue is discovered, split it into focus/selection preservation around external controls; this row itself belongs to the Plate/product owner. Original non-Slate owner: Plate comment composer/sticker product owner. Title: Selecting a sticker in comment editor causes an automatic post.
