number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url
461	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: emoji copy paste does not work properly in plain text mode	https://github.com/facebook/lexical/issues/461
496	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: "getNodesInRange: child is not inside parent" error when trying to copy a list to the clipboard	https://github.com/facebook/lexical/issues/496
519	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	Addition of mandatory updateName parameter in Editor.update method is a breaking change	https://github.com/facebook/lexical/issues/519
542	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Request: Implement a renderToString util to retrieve HTML output from ViewModel.	https://github.com/facebook/lexical/issues/542
543	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Underline + Strikethrough styles are inconsistent with underlying flags.	https://github.com/facebook/lexical/issues/543
549	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	ListNode Flow interface doesn't expose the getTag method	https://github.com/facebook/lexical/issues/549
550	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	ListNode and ListItemNode don't expose type guard functions in Flow	https://github.com/facebook/lexical/issues/550
551	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	Type guard functions should include %checks annotation in Flow signatures	https://github.com/facebook/lexical/issues/551
564	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Consider counting nodes to be ancestors of themselves in getParents/getCommonAncestor	https://github.com/facebook/lexical/issues/564
565	CLOSED	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A	skip	N/A	Outline tries to removeChild on a DOM element that has changed parents.	https://github.com/facebook/lexical/issues/565
694	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	Build OutlineComposer component	https://github.com/facebook/lexical/issues/694
696	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Add support for styling nested list item nodes by level	https://github.com/facebook/lexical/issues/696
708	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Fix insertNodes bug when working with lists	https://github.com/facebook/lexical/issues/708
716	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Request: Expand event support in E2E test generator	https://github.com/facebook/lexical/issues/716
725	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Consider a "splitNode" method on BlockNode	https://github.com/facebook/lexical/issues/725
732	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Request: make isAttached non-recursive	https://github.com/facebook/lexical/issues/732
752	CLOSED	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A	skip	N/A	Test recorder should use keyDownCtrlOrMeta/keyUpCtrlOrMeta	https://github.com/facebook/lexical/issues/752
805	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Block updates from happening in update listeners and text content listeners 	https://github.com/facebook/lexical/issues/805
819	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Expose ImageNode	https://github.com/facebook/lexical/issues/819
830	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	TreeView selection for BlockNode	https://github.com/facebook/lexical/issues/830
868	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Add more LinkNode tests + heuristics	https://github.com/facebook/lexical/issues/868
877	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Remove error-codes file from watch	https://github.com/facebook/lexical/issues/877
878	CLOSED	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A	skip	N/A	Rename BlockNode to ElementNode	https://github.com/facebook/lexical/issues/878
879	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Migrate to stylex	https://github.com/facebook/lexical/issues/879
880	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	REPL for Lexical	https://github.com/facebook/lexical/issues/880
887	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Parent list count is not correct when children lists are present	https://github.com/facebook/lexical/issues/887
888	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Applying header style to list item breaks the list	https://github.com/facebook/lexical/issues/888
889	CLOSED	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A	skip	N/A	Text direction isn't applied when appending a TextNode	https://github.com/facebook/lexical/issues/889
890	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Divider Node	https://github.com/facebook/lexical/issues/890
892	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Color picker	https://github.com/facebook/lexical/issues/892
893	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Adding text before a link removes the link with legacy events	https://github.com/facebook/lexical/issues/893
897	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Switching between an ordered and unordered list crashes the editor	https://github.com/facebook/lexical/issues/897
900	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	V0.1	https://github.com/facebook/lexical/issues/900
901	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Block transforms	https://github.com/facebook/lexical/issues/901
903	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	invariant is not replaced in unit tests	https://github.com/facebook/lexical/issues/903
904	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug when converting an empty unordered list to an ordered list an then back to an unordered list	https://github.com/facebook/lexical/issues/904
909	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Leverage initializeUnitTest	https://github.com/facebook/lexical/issues/909
914	CLOSED	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A	skip	N/A	Move flags to TextNode	https://github.com/facebook/lexical/issues/914
915	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	LinkNode should be registered on the useOutlineRichText module	https://github.com/facebook/lexical/issues/915
926	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Don't import non-plain text modules into plain text bundle	https://github.com/facebook/lexical/issues/926
948	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Add transformChild property to DOMTransformOutput	https://github.com/facebook/lexical/issues/948
949	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Add support for tables in HTML copy+paste	https://github.com/facebook/lexical/issues/949
952	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Remove getTextContent from ElementNode	https://github.com/facebook/lexical/issues/952
953	CLOSED	defer	large-doc-performance	Large document, transform, memory, and freeze performance	slate-ar-fast/slate-ar-perf benchmark target owner	benchmark with correctness guardrails	defer-to-benchmark-target	create or select a benchmark target before runtime optimization	Dirty subtrees to no longer trigger transforms	https://github.com/facebook/lexical/issues/953
954	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Scoped functions	https://github.com/facebook/lexical/issues/954
955	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	[TBD] Introduce OutlineLeafNode	https://github.com/facebook/lexical/issues/955
956	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	Remove unsafe generics from Node methods	https://github.com/facebook/lexical/issues/956
959	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Fix Nested List Type Conversion	https://github.com/facebook/lexical/issues/959
960	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Inserting new line breaks format of first character	https://github.com/facebook/lexical/issues/960
